,Label,Link,FreqCount,Words
10,'Computer hardware', 'http://www.academia.edu/8849269/A_computer_is_an_electronic_device_that_processes_data_by_following_a_set_of_instructions', 80," ""'safety'- 'computer'- 'data-impression-extra-source'- 'sciencescognitive sciencemathematicscomputer'- 'non-bootstrapped page'- 'post_login_redirect_url=https'- 'key-jp6chcqrne0vejmwnqqq'- 'login-google-oauth-button'- 'reset'- 'new aedu.auth.oauthbutton.login.facebook'- 'googlenew aedu.auth.oauthbutton.login.google'- '.js-mobile-nav-expand-trigger'- 'login-facebook-oauth-button'- 'button'- 'computeror'- 'showhighlightednotification'- 'new aedu.auth.oauthbutton.connect.google'- 'accesskey'- 'emailnew aedu.auth.oauthbutton.connect.facebook'- 'auto=download'- '//www.academia.edu/login'- '.js-mobile-nav-collapse-trigger'- 'login-modal-reset-password-container'- 'electronic device'- 'new aedu.impression'- 'showclosebutton'- 'boardaboutpressblogpeoplepaperstermsprivacycopyright'"""
11,'Personal computer', 'https://en.wikipedia.org/wiki/Personal_Computer_Museum', 52," ""'canadapersonal computer'- 'computer'- 'microcomputer'- 'retro computer'- 'original software'- 'original packaging'- 'massive commercial failure'- 'title=personal_computer_museum'- 'cartridge'- '-80.26501typepersonal computer'- 'personal computer'- 'old computer'- 'origin'- 'timestamp'"""
12,'Computer hardware', 'https://en.wikipedia.org/wiki/List_of_computer_hardware_manufacturers', 137," ""'computer'- 'netgear netopia telebit'- 'rack-mount computer'- 'laptop computer'- 'other semiconductor'- 'computer-aided design'- 'international computer'- 'iosafe-hard drive'- 'netgear raza'- 'elitegroup computer'- 'solid-state drive'- 'aureal semiconductor'- 'drive controller'- 'notable computer'- 'huntkey lian-li liteon'- 'usb flash drive'- 'key tronic labtec lite-on logitech'- 'origin'- 'timestamp'- 'western digital drive'- 'aerial lift'- 'card'- 'production'- 'imagination'- 'keyboard'- 'automation'- 'limited imagination'- 'video card'- 'toys touch-solution traction'- 'key tronic lite-on logitech'- 'aopen laptop computer'- 'drive'- 'ship automobile freight'- 'personal computer'- 'fan'- 'motorola'- 'auto'- 'sound card'- 'independent convenience'- 'semiconductor'- 'equipment'"""
13,'Personal computer', 'https://en.wikipedia.org/wiki/Laptop', 480," ""'keys'- 'computer'- 'calculator'- 'sd card'- 'secondary device'- 'optical drive'- 'compressed air'- 'hc-20-computer museum'- 'mobile computer'- 'productivity'- 'public safety'- 'oldcomputers.net'- 'drive corporate adoption'- 'luggable computer'- 'external drive'- 'original etymology'- 'productive work'- 'solar charging'- 'thermal printer'- 'disc drive'- 'keyboard/mouse'- 'pressure'- 'personal computer'- 'easy release'- 'computersmicrocomputer'- 'flight'- 'pure productivity'- 'single-board computer'- 'equipment'- 'cd/cdr/dvd drive'- 'led lighting'- 'sensor'- 'original design'- 'personal supercomputer'- 'charger'- 'original manufacturer'- 'first laptop computer'- 'portable microcomputer'- 'illuminated keyboard'- 'timestamp'- 'flat keyboard'- 'device'- 'production'- 'reassembly'- 'reset'- 'keyboard'- 'available portable computer'- 'hard drive'- 'portable personal computer'- 'daylight'- 'gizmodo'- 'compact fan'- 'traditional laptop computer'- 'ibm product'- 'laptops support'- 'motorola'- 'ibm personal computer'- 'unsourced material'- 'associated press'- 'surface'- 'expresscard slot'- 'portable computer'- 'near-ubiquitous wi-fi support'- 'jfan'- 'charging'- 'annualized failure'- 'electrical equipment'- 'discharging'- 'express'- 'laptop computer'- 'passive device'- 'solid-state drive'- 'satellite'- 'origin'- 'open-source computer'- 'key'- 'low production'- 'special computer'- 'ultraportable computing'- 'microsoft surface'- 'single 2.5-inch drive'- 'second hard drive'- 'support'- '2.5-inch drive'- 'ac adapter'- 'human reproduction'- 'button'- 'extensive disassembly'- 'laptops hard drive'- 'filter'- 'fan'- 'large device'- 'press'- 'limited drive'- 'terminal calculator'- 'discharging time'- 'sdd drive'- 'trigger'- 'www.theguardian.com'- 'backlight power'- 'separate device'- 'quanta computer'- 'login'- 'stylus/digital pen'- 'gadgettrack'- 'driver'- 'card'- 'pci express'- 'external keyboard'- 'electronic equipment'- 'engineering'- 'adapter'- 'entire assembly'- 'minicomputer'- 'basic keyboard'- 'laptop keyboard'- 'novena portal laptop computer'- 'calculator-size printer'- 'mechanism'- 'drive'- 'safeguarding'- 'setup'- 'preventative maintenance'- 'support.apple.com'- 'machine'- 'alphanumeric keyboard'- 'personalcomputerstationary workstation'- 'traditional static computer'- 'detachable keyboard'- 'failure'"""
14,'Computer hardware', 'https://en.wikiversity.org/wiki/Computer_Hardware_Types', 128," ""'timestamp'- 'small computer'- 'computer'- 'machinery'- 'calculator'- 'wifi card'- 'adapter'- 'card'- 'device'- '\\\\/\\\\/upload.wikimedia.org\\\\/wikipedia\\\\/commons\\\\/4\\\\/41\\\\/personal_computer'- 'sound card'- 'lan adapter'- 'audio card'- 'drive'- 'industrial automation'- 'button\\\\'- 'keyboard'- 'support'- 'personal computer'- 'equipment'- 'origin'"""
15,'Personal computer', 'https://en.wikipedia.org/wiki/List_of_home_computers#Manufacturers_and_models', 284," ""'educational computer'- 'computer'- 'stefan'- 'remote control'- 'ascii express'- 'floppy drive'- 'automatic operation'- 'same device'- 'junior computer'- 'www.homecomputer.de..mw-parser-output cite.citation'- 'original manufacturer'- 'alphabetic keyboard'- 'origin manufacturer'- 'origin'- 'timestamp'- 'numeric keypad'- 'microdrive'- 'inc. imagination'- 'optional floppy drive'- 'device'- 'prodest'- 'optional cartridge'- 'cartridge'- 'game/home computer'- 'keyboard'- 'oldcomputer.info — web'- 'hard drive'- 'recorder'- 'minicomputer'- 'www.old-computers.com'- 'international dai personal computer'- 'microcomputer'- 'east-european home-computer'- 'old-computers.com — web'- 'mechanism'- 'drive'- 'hobby-type computer'- 'cardboard'- 'cartridge expansion'- 'www.oldcomputer.info'- 'machine'- 'optional hard drive'- 'series-computer'- 'olivetti prodest'- 'super-80 computer'- 'product'- 'single-board computer'- 'soviet computer'"""
16,'Personal computer', 'https://en.wikipedia.org/wiki/List_of_home_computers_by_video_hardware', 253," ""'sprite support'- 'keys'- 'computer'- 'oscar'- 'general instrument'- 'pal machine'- 'engine'- '\\\\/\\\\/en.wikipedia.org\\\\/wiki\\\\/list_of_home_computers_by_video_hardware'- 'same machine'- 'software-controlled framebuffer'- 'original trs-80 model'- 'dai personal computer'- 'original system'- 'origin'- 'timestamp'- 'first incarnation'- 'cp/m compatible machine'- 'single machine'- 'productivity'- 'original chipset'- 'card'- 'production'- 'assembly language'- 'cartridge'- 'adapter'- 'combination'- 'support'- 'keyboard'- 'z-buffer'- 'light pen'- '\\\\/\\\\/upload.wikimedia.org\\\\/wikipedia\\\\/commons\\\\/6\\\\/68\\\\/cpc464.computer.750pix.jpg'- 'microcomputer'- 'carriage'- 'standard add-on card'- 'light grey'- 'overlay support'- 'original amiga'- 'light yellow'- 'buffer'- 'key-press'- 'combel'- 'mechanism'- 'drive'- 'light blue'- 'apf imagination'- 'original amiga chipset'- 'personal computer'- 'first personal computer'- 'hardware support'- '8-bit computer'- 'other support'- 'specific machine'- 'motorola'- 'machine'- 'original agnus'- 'extended 80-column card'- 'sprite engine'- 'title=list_of_home_computers_by_video_hardware'- 'ntsc machine'- 'framebuffer'- 'trs-80 compatible machine'"""
17,'Computer hardware', 'https://en.wikiversity.org/wiki/Computer_Hardware_Types#Ports', 128," ""'timestamp'- 'small computer'- 'computer'- 'machinery'- 'calculator'- 'wifi card'- 'adapter'- 'card'- 'device'- '\\\\/\\\\/upload.wikimedia.org\\\\/wikipedia\\\\/commons\\\\/4\\\\/41\\\\/personal_computer'- 'sound card'- 'lan adapter'- 'audio card'- 'drive'- 'industrial automation'- 'button\\\\'- 'keyboard'- 'support'- 'personal computer'- 'equipment'- 'origin'"""
18,'Personal computer', 'https://en.wikipedia.org/wiki/History_of_personal_computers', 599," ""'computer'- 'calculator'- 'optical drive'- 'digital computer'- 'reproducible large resistance'- 'seattle computer'- 'standardized small computer'- '^ computer'- 'modern personal computer'- 'auto-point computer'- 'crt production'- '8008-based microcomputer'- 'separate product'- 'carnegie'- 'original altair'- 'considerable fanfare'- 'key difference'- 'personal computer'- 'first personal computer'- 'light'- 'small-scale computer'- 'power-hungry magnetic core'- 'first microsoft product'- 'best-selling personal computer'- 'first computer'- 'key portion'- 'single-board computer'- 'personal automatic computer'- 'successful japanese personal computer'- 'sophisticated 32-bit microcomputer'- 'release'- 'original manufacturer'- 'new motorola'- 'prime computer'- 'small driver'- 'timestamp'- 'hand-assemble machine'- 'cheap minicomputer'- 'device'- 'production'- 'printer'- 'mouse-driven computer'- 'keyboard'- 'hard drive'- 'new computer'- 'buffer'- 'previous next computer'- 'microprocessor-based microcomputer'- 'ql computer'- 'microcomputers–'- 'motorola'- 'mit press'- 'unsourced material'- 'multiple computer'- 'portable computer'- 'semiconductor'- 'sol-20 computer'- 'magnetic card'- 'main computer'- 'express'- 'original name'- 'floppy drive'- 'internal hard drive'- 'successful personal computer'- 'later product'- 'origin'- 'chinese computer'- 'automatic simple'- 'special computer'- 'known device'- 'support'- 'desirable contemporary personal computer'- 'basic card-slot'- 'current personal computer'- 'domestic computer'- 'initial release'- 'preferred human/machine'- 'mass-produced product'- 'press'- 'discarding'- 'tiny calculator-like keyboard'- 'other microcomputer'- 'single-user computer'- 'digital equipment'- 'commercial failure'- 'ibm personal computer/at'- 'carl'- 'driver'- 'off-line equipment'- 'card'- 'minimal virtual machine'- 'engineering'- 'cartridge'- 'combination'- 'sinclair instrument'- 'car'- 'minicomputer'- 'desktop computer'- 'auto-point'- 'electronic engineering'- 'microcomputer'- 'compatible computer'- 'first mass-marketed microcomputer'- 'primary computer'- 'interior metallic foil'- 'drive'- 'previous motorola'- 'card-based architecture'- 'mark-8 computer'- 'programmable calculator'- 'machine'- 'original pc'- 'original apple'- 'electronic device'- 'old-computers.com'- 'sound card'- 'first popular microcomputer'- 'electronic computer'- 'failure'- 'product'- 'top calculator'- 'old computer'- 'reader/recorder'"""
19,'Personal computer', 'https://en.wikipedia.org/wiki/Gaming_computer', 134," ""'minimum machine'- 'computer'- 'express'- 'graphics card'- 'lighting'- 'nzxt support'- 'origin'- 'timestamp'- 'single technical support'- 'light gaming'- 'card'- 'pci express'- 'device'- 'ssd drive'- 'title=gaming_computer'- 'adapter'- 'support'- 'video card'- 'hard drive'- 'own computer'- 'original equipment'- 'drive'- 'psu calculator'- 'personal computer'- 'fan'- 'mainstream computer'- 'assembly'- 'after-purchase support'- 'machine'- 'sound card'- 'original argument'- 'product'- 'personal computersvideo'- 'equipment'"""
20,'Personal computer', 'https://ohiostate.pressbooks.pub/graphicshistory/chapter/1-3-electronic-devices/', 120," ""'//www.computer-museum.org/collection/ti-icphoto.html http'- 'metrolight'- 'computer'- 'calculator'- 'first computer'- 'ti hand-held calculator'- 'ibm card'- 'introduction11.2 industrial light'- 'pluginpath'- 'early digital computational devices1.3'- 'final product'- 'own commercial computer'- 'key'- 'light bulb'- 'first digital computer'- 'card'- 'device'- 'production'- 'engineering'- 'visible light'- 'original sketch'- 'final assembly'- 'manual assembly'- 'computervision10.4'- 'omnibus computer'- 'artistscomputer'- 'valve'- 'electrical engineering'- 'fairchild semiconductor'- 'plugin'- 'mechanism'- 'pressbookshypothesis'- 'computational devices1.2'- 'autodesk/kinetix/discreetchapter'- 'material'- 'simulationflight'- 'personal computer16.1'- 'autodesk'- 'personal computerthe'- 'carlson'- 'machine'- 'eckert-mauchly computer'- 'automatic electronic digital'- 'productions6.7'- 'flight'- 'surface'- 'digital device'- 'electronic computer'- 'failure'- 'semiconductor'- 'electronic digital computer'- 'electronic deviceschapter'- 'plants19.7 data-driven imagery19.8'"""
